1000 80000
835 939 4337
876 926 2001
749 998 2417
872 996 3873
785 799 2386
781 826 2686
815 953 2209
766 921 3228
785 901 1384
779 821 2679
650 880 4691
623 938 1186
887 897 713
941 952 2012
733 991 1332
647 711 3235
584 942 2031
783 957 774
817 883 1204
854 888 4017
785 998 357
549 961 3816
726 744 2385
535 547 3769
852 891 712
724 927 341
859 934 3003
448 528 2372
877 890 2136
804 839 2410
818 957 4183
880 898 1430
684 719 4551
392 741 1901
903 996 1048
702 949 1318
785 886 561
728 911 215
899 946 4467
806 956 2376
793 879 3109
660 928 1694
531 591 2490
912 949 2975
889 967 2771
613 892 2470
768 857 1388
922 987 87
805 988 2758
896 902 2920
819 976 674
764 955 682
762 846 1652
861 961 731
665 888 2933
679 814 312
822 851 2387
992 1000 3723
709 918 4070
381 989 1949
901 997 3590
797 868 1311
664 738 4998
798 891 4350
728 800 2041
616 997 2247
660 912 1079
773 818 284
761 911 4161
941 968 3662
954 997 610
811 971 1020
860 938 1279
801 872 1652
819 959 11
736 987 1334
838 887 3535
656 697 4239
752 795 2891
703 744 1445
825 948 1636
685 802 3364
926 998 3156
639 674 2902
844 975 2055
697 880 1384
680 791 1930
796 889 2604
677 940 3615
636 966 2508
808 966 3879
908 990 4819
821 843 4371
778 852 3536
804 825 4783
738 804 1380
727 929 734
734 822 1054
872 889 4958
897 935 3313
763 935 2673
845 957 1147
744 769 1167
745 987 234
533 640 3640
776 927 4746
754 764 4406
627 764 2374
783 891 4558
608 884 4786
732 895 2712
888 955 510
802 851 4490
870 931 1664
976 994 4858
960 964 1318
605 626 3910
711 853 1936
684 837 1855
941 951 2469
885 942 2653
870 995 4584
713 809 3118
963 986 1040
720 843 2502
698 967 3205
789 895 979
740 841 2858
730 770 2278
964 991 2731
857 862 2117
923 977 3606
680 692 3530
821 847 4103
844 958 2800
865 893 2592
811 865 4493
849 865 95
737 823 3204
830 899 2329
669 898 2567
765 793 1044
602 953 1629
978 992 1985
727 828 4863
523 598 2079
759 960 3436
827 918 618
794 928 4739
913 993 4626
828 990 254
860 995 467
895 926 3781
896 903 2536
908 925 4996
817 922 3018
693 743 3951
760 774 3911
838 884 4395
724 727 86
615 780 4883
471 939 1381
669 979 2900
698 923 3411
860 966 1036
878 931 2273
782 868 3935
895 899 3871
851 989 865
601 926 3747
827 885 1451
818 912 2549
678 788 2235
806 853 4335
849 978 4945
700 1000 2080
800 979 2325
972 977 3558
661 968 2994
758 967 4450
830 865 3395
757 966 1702
856 992 4734
908 945 357
748 904 2302
887 950 1411
825 889 3631
811 860 1050
868 986 3791
754 840 3629
793 955 365
814 880 4177
818 884 10
759 915 804
555 917 708
768 905 3936
613 628 4670
880 886 3713
930 993 1898
791 807 1351
878 897 3570
722 744 1447
755 824 645
901 999 4507
802 812 1802
769 932 986
950 964 1332
777 868 3505
672 929 3001
820 952 1983
753 938 1853
694 991 2742
848 868 1681
899 986 1492
773 839 4039
563 603 709
645 696 4545
637 802 4881
445 825 129
841 924 552
829 986 1734
766 818 2575
926 996 363
839 890 1674
911 979 150
616 952 1192
761 927 1547
839 934 2669
902 924 3553
698 983 2024
694 705 1315
989 991 1583
573 651 4448
873 962 866
749 923 960
736 844 4795
771 886 219
836 997 638
632 817 2295
643 750 2173
749 934 741
704 706 2393
569 709 315
845 964 1078
906 990 1035
471 499 101
557 774 4210
854 880 3289
901 975 2861
970 981 4083
847 919 4272
561 893 3756
813 974 2668
782 848 2582
830 986 1460
859 1000 3395
829 931 3813
809 955 202
659 724 1714
729 775 2753
893 998 908
608 702 1349
601 641 177
780 1000 2089
909 927 4132
836 950 3836
862 870 2326
535 866 2357
785 843 1078
780 900 4009
742 789 2168
730 825 1036
876 941 1489
885 911 1756
955 990 133
555 869 697
902 922 2537
838 839 3016
952 974 1885
967 989 3602
880 963 3395
951 990 2080
835 920 2830
527 880 1318
883 954 1119
658 693 4953
727 813 2487
884 902 3890
841 873 535
843 957 1881
825 931 650
801 875 222
797 867 3440
829 834 4144
798 889 1003
766 940 4123
795 872 1510
783 930 4118
754 809 1118
714 933 1256
609 850 2076
804 957 1830
861 882 3120
581 735 3478
817 910 3372
811 858 2273
763 895 3972
925 998 1888
615 783 1908
517 548 2430
734 946 1537
432 672 4191
896 925 2778
874 955 1096
745 931 4554
840 855 4013
794 984 1794
783 801 376
666 927 1182
746 904 3680
913 946 1413
812 912 2741
572 720 3081
860 879 690
776 780 1420
959 999 3946
681 821 2451
477 882 3214
931 947 957
770 967 167
782 934 2391
758 859 3445
782 943 1621
979 982 1442
793 942 151
569 598 458
894 985 4383
561 781 4231
877 926 4782
799 982 2827
635 757 2812
680 849 4381
763 924 3238
954 1000 3034
708 876 1435
706 716 3052
794 987 1876
864 957 1666
815 933 731
702 865 2316
763 765 3112
807 823 2557
927 983 2495
593 775 3455
737 890 1881
812 910 4893
963 987 833
682 905 4297
770 990 1008
289 391 3090
834 835 1714
668 919 135
826 894 3723
826 913 3228
811 868 4456
753 772 2431
707 818 1630
846 972 2834
726 841 2465
833 920 1454
616 701 1429
748 878 2346
823 897 3016
721 734 991
825 863 4893
680 715 145
411 656 3582
606 789 1794
744 851 3675
360 910 293
731 766 1914
847 888 4780
826 987 1141
779 906 1817
926 988 4156
990 1000 2158
922 953 4672
742 856 1457
687 878 3998
752 953 360
787 920 994
729 963 1751
729 992 2436
884 912 799
733 858 1369
865 878 2261
932 993 1038
766 901 460
646 925 3219
444 886 1804
934 981 2123
870 974 3087
768 801 4760
897 909 3324
708 802 4929
817 906 4924
480 881 1700
603 656 1509
678 887 3922
893 927 3101
773 792 3585
937 967 3262
790 948 1200
566 641 2856
765 773 3733
814 858 956
866 977 29
836 914 610
888 896 2760
845 902 1357
747 877 3948
851 937 1764
857 970 1793
897 938 3701
553 956 1644
936 945 1933
760 993 265
740 982 88
878 983 3158
770 989 41
549 996 1184
887 956 697
706 830 3885
822 868 1809
690 816 2070
916 923 2603
904 1000 3902
622 737 1082
801 828 4997
599 655 1846
801 938 952
863 864 4674
803 901 3917
845 885 3525
786 829 157
510 581 1640
782 806 488
576 967 3741
670 948 2001
343 509 804
517 859 2200
688 840 2920
793 870 2819
901 961 2527
740 929 1157
759 763 1643
736 919 578
848 991 1940
806 914 2867
666 813 1372
960 973 2785
863 995 159
724 964 2387
821 920 953
853 963 1534
900 910 3388
817 980 2641
737 927 533
817 893 2160
632 848 4291
556 931 3950
864 875 148
770 915 4191
750 986 1147
857 988 3967
900 909 1921
941 963 1152
784 1000 77
813 940 2766
516 635 445
787 957 1289
928 990 3355
727 965 2191
876 991 131
757 885 2922
587 991 4440
698 812 1902
926 960 2554
640 720 4269
858 930 3913
811 987 311
895 937 3131
631 672 2063
564 981 4181
630 801 3758
243 992 3907
763 975 4879
961 990 1593
850 987 3896
685 932 1427
634 880 3798
748 863 3311
570 668 25
830 902 1374
950 977 1416
591 970 1847
701 731 1711
888 948 1643
780 862 34
758 952 422
736 853 3063
900 936 1772
766 838 4060
761 881 1879
705 783 2223
650 655 1558
598 930 1210
527 987 2072
842 995 4676
706 759 2146
880 988 3773
660 666 646
690 1000 181
919 942 267
911 968 2239
634 760 483
945 964 2823
779 823 705
854 964 287
946 952 3814
874 949 1315
585 806 3645
696 879 3625
827 957 4052
769 974 3589
922 923 1454
807 911 4730
950 985 2495
841 916 2110
669 847 4307
902 989 1754
945 998 2172
905 959 3939
745 773 3234
778 980 811
808 935 3616
875 939 2695
845 880 889
758 838 1506
683 854 3837
730 927 727
940 1000 4867
865 906 3403
923 951 4090
938 966 4277
884 927 2269
810 966 4738
853 878 753
751 803 4944
828 881 2921
702 968 1847
763 932 2678
907 916 3522
792 802 1203
793 910 2785
570 850 1900
750 907 4001
735 790 3890
655 663 3422
814 849 4041
841 895 1570
892 942 577
790 848 1441
725 928 1973
847 924 787
430 508 1311
921 992 294
907 950 503
791 938 991
839 986 2467
857 999 579
903 925 929
842 981 1904
983 999 1668
723 887 4031
471 600 893
815 894 4152
802 964 1513
711 947 623
908 986 4992
739 861 3312
955 977 4172
936 974 2438
807 974 2198
814 955 1125
769 971 468
989 999 365
616 839 1622
675 817 2295
794 864 2083
825 913 1643
772 906 1063
811 985 3484
896 940 4005
985 986 3327
745 880 3179
848 946 133
783 905 1218
827 982 4516
836 862 1403
520 720 943
734 949 2454
892 935 4300
765 929 620
880 948 117
741 943 7
720 906 2016
850 861 1864
846 949 36
730 886 494
842 903 599
851 998 3744
685 875 3951
766 845 1810
887 971 1501
788 864 1088
689 931 1180
622 923 697
674 854 2325
798 949 2995
782 785 4566
946 999 1473
849 947 1266
954 989 601
739 941 2692
713 802 1030
851 853 2355
761 799 3526
984 986 267
899 911 4676
889 985 2046
795 856 4877
659 849 2831
890 899 4896
833 926 3718
861 897 2956
854 992 112
834 940 538
845 961 2511
853 892 4738
650 702 842
689 886 4598
598 669 2777
735 777 3631
772 774 1253
630 974 4155
684 726 1195
816 827 2219
716 770 495
715 850 730
825 990 2035
836 869 1338
780 846 1438
690 963 4003
854 870 187
358 849 4389
776 854 483
787 860 446
931 998 2574
893 990 3524
906 914 2843
888 923 2142
885 906 4171
772 946 3644
820 971 3919
586 906 3962
811 854 2288
666 871 1299
705 876 4463
807 901 422
826 869 3923
590 620 2484
780 899 235
866 912 3255
933 964 4910
458 523 1823
850 924 1906
638 966 1030
787 794 241
863 937 3159
605 991 4022
721 989 2295
848 901 2500
911 963 819
744 970 207
684 877 2587
742 882 93
750 832 557
826 967 2359
815 999 1163
681 723 439
739 975 1463
814 952 2887
888 951 2805
713 906 4276
519 760 2352
782 965 3456
874 929 3940
671 754 339
636 736 89
860 877 4116
847 975 1627
829 946 3453
813 950 1156
840 911 1093
678 860 2090
954 999 4925
924 958 495
812 874 430
813 939 1532
854 933 615
812 911 1173
619 718 1465
928 988 2240
840 995 4139
800 820 614
687 975 465
882 978 3871
815 860 3697
809 864 4161
926 930 3042
764 949 4446
913 937 4814
973 975 1711
806 818 2717
717 726 4596
953 977 696
737 744 3113
861 874 3832
830 966 1469
544 929 607
620 828 1540
911 946 77
777 857 3249
899 947 4325
853 973 348
584 736 2746
952 990 1311
743 927 4855
850 887 1207
643 976 249
792 938 190
691 944 3084
960 971 2684
705 913 4513
817 998 4765
612 668 4774
754 843 3748
403 928 1868
603 640 3776
804 891 1966
790 845 487
774 882 1466
919 932 1678
456 949 4205
884 924 4714
707 735 255
886 985 4714
725 946 3328
855 936 1664
732 999 2192
872 992 3847
779 882 3235
567 611 3950
757 779 1188
715 958 4727
612 980 3018
699 1000 2740
695 777 3200
787 840 3477
908 947 4676
828 993 2760
692 758 3779
492 953 1338
577 799 1137
869 972 1045
866 908 2996
833 889 1957
868 883 4101
922 927 1020
610 940 2441
888 911 4190
714 944 4661
856 893 681
697 810 785
922 979 2669
715 857 3986
926 935 930
747 850 1251
955 988 1326
847 901 3091
810 949 1204
691 693 2665
936 952 2416
775 862 240
827 828 623
829 957 1888
558 638 934
744 828 4805
909 989 3474
903 948 217
629 745 1806
800 812 3467
788 818 2801
703 923 2341
714 940 4744
904 982 357
881 971 3766
832 936 2035
751 752 489
867 978 4225
893 905 3775
866 872 270
811 838 737
585 879 4798
957 960 1119
631 879 598
842 884 737
887 929 245
893 950 4662
559 928 2059
708 751 1873
604 972 1931
852 896 4629
892 971 2521
838 968 1945
584 818 3813
811 820 1477
921 959 1680
814 873 1014
866 888 3213
558 916 2392
476 705 772
742 872 4096
742 846 3253
675 856 1755
689 780 4549
843 892 4450
804 892 1817
718 878 3593
919 980 2127
937 989 2689
830 973 2426
735 764 2203
680 724 4580
807 971 1080
742 994 1951
865 992 103
867 919 1952
706 902 931
567 940 407
711 975 2991
909 911 1326
888 992 1459
548 998 45
952 961 1228
661 836 4322
985 999 2322
856 897 3555
758 986 3674
836 956 3438
872 916 79
742 797 563
800 899 1261
632 798 521
870 969 1036
523 951 161
846 904 3356
967 973 156
643 714 998
897 987 4844
931 983 4662
848 989 1823
878 979 3237
877 904 2319
830 919 4274
779 972 1356
974 993 549
875 991 651
911 964 99
896 946 2881
556 687 4579
670 786 2608
776 785 3540
507 821 3836
862 978 3300
879 929 3659
913 943 4984
796 985 1538
772 806 251
918 987 402
751 917 3757
898 986 97
749 837 2513
727 933 2430
620 981 3242
684 784 4335
834 970 666
760 847 496
673 876 2422
825 829 675
726 957 901
776 942 327
844 859 803
722 779 2818
590 689 4164
622 701 1001
859 929 1268
612 782 2716
811 969 2046
802 935 288
706 938 498
854 978 632
611 633 1433
797 961 783
709 865 13
904 905 4437
821 850 2740
808 980 557
920 958 4577
651 798 1859
888 998 3091
878 965 1537
795 981 2743
799 890 4657
784 791 3668
576 824 415
736 896 1726
731 831 4072
672 681 1146
534 747 2969
832 846 3777
725 968 4288
877 949 2175
925 958 2410
824 964 2242
881 968 1026
809 988 2624
874 897 1903
786 815 2239
743 977 846
725 774 3908
717 812 2439
575 870 389
659 891 1133
676 860 829
447 592 2884
935 950 4427
644 686 809
906 923 4930
765 917 4010
364 524 80
682 724 2188
894 944 1092
863 960 4944
884 996 495
822 999 4022
700 751 399
842 916 2677
697 823 3729
804 985 3035
650 806 3523
656 867 3165
825 997 1091
573 823 941
792 846 4340
740 789 1260
815 956 2202
546 878 4342
914 931 1423
895 959 866
730 871 93
818 900 1296
678 905 975
833 841 775
952 964 3019
978 994 64
801 826 2222
673 846 433
722 853 1572
677 783 3464
946 955 3759
897 947 3315
873 901 4028
912 948 1413
684 949 1316
815 881 1552
738 791 2957
846 926 1856
735 969 3299
578 638 2329
720 770 1499
876 894 976
891 996 663
794 936 4076
818 821 3046
816 951 1712
724 845 116
728 864 302
932 965 2532
784 820 2109
693 886 2954
705 787 1673
544 603 3278
600 1000 1916
964 980 2358
609 904 4457
672 678 4100
920 970 4017
660 786 2957
708 725 123
563 822 2322
953 955 3514
768 828 4083
850 870 1560
903 975 3117
689 692 4333
825 912 3716
665 861 4697
832 885 3313
784 901 2960
863 869 1696
701 890 2347
871 883 3677
707 872 1864
785 943 1620
877 916 3333
848 849 4938
733 909 4979
686 740 2030
759 800 2287
565 913 2007
743 859 2889
728 944 1961
729 832 1677
936 996 3016
862 968 3920
719 747 370
905 967 3668
575 764 736
937 975 4336
642 669 2730
684 799 3293
702 964 325
779 941 4904
727 785 2262
587 881 88
654 904 3739
792 903 502
872 878 1131
925 964 2354
922 942 3596
869 897 2196
834 994 1422
659 907 2890
748 886 3598
819 978 1649
788 952 4499
798 998 976
763 913 2069
875 966 3021
757 762 3043
879 919 2151
682 919 1867
755 900 4457
826 838 1076
771 931 1710
797 890 4381
667 992 822
876 933 4364
894 928 2385
764 900 4728
569 641 3814
645 804 1357
899 937 3685
532 705 308
681 810 2176
834 907 1160
942 963 1267
818 826 4215
654 845 919
590 625 987
891 898 2140
386 912 4149
950 968 2261
420 759 4813
655 975 3447
567 681 1527
889 941 4964
610 746 3059
702 929 2223
921 949 3057
841 902 2110
961 978 2620
572 704 2464
665 856 2513
822 946 1037
730 973 818
592 659 3939
483 754 220
851 889 2269
754 849 4122
711 922 72
741 799 4803
912 924 4457
717 921 3774
798 975 4683
758 895 311
846 892 4403
863 935 2376
742 940 1258
479 591 4256
923 950 3032
706 742 826
661 791 1310
698 901 324
822 832 4219
480 856 172
942 951 4529
869 895 2422
892 968 3425
733 748 1182
836 873 1391
976 977 2597
807 920 189
682 995 4494
888 975 208
733 838 1271
741 909 1069
746 848 1292
905 929 3476
743 943 1694
831 883 2973
703 824 4236
663 713 2752
711 949 1617
801 827 4722
877 998 36
901 902 2080
767 831 3382
846 940 2330
883 982 1247
907 974 2245
884 907 1575
577 914 1273
942 977 1617
828 866 4529
645 907 4090
772 896 1431
647 776 2308
857 938 4905
717 845 405
629 975 97
701 733 2330
876 996 211
720 951 394
905 915 4732
874 905 1140
890 992 2231
611 663 168
535 938 2210
919 992 2722
803 885 2307
619 865 506
653 945 2710
737 781 4732
709 845 4705
792 998 523
809 879 4514
771 851 2553
825 969 1308
810 879 4186
798 838 3459
909 952 1845
718 880 1899
859 930 4739
867 870 4291
556 736 608
790 830 1637
876 992 2422
709 851 2855
717 851 1997
651 797 1598
867 999 3756
811 822 2258
730 775 2857
949 962 2817
750 948 2767
748 867 3810
840 887 3229
778 906 334
888 909 385
970 994 3562
813 888 452
726 916 4821
723 974 1672
980 996 4624
882 896 4905
744 766 1236
723 996 3264
732 979 3487
488 835 3851
861 966 2438
991 999 2394
824 843 1432
625 708 1978
526 763 4453
527 741 2548
814 900 1644
740 956 3471
825 870 1577
